number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3513419,BOLES ACRES WATER SYSTEM,P,ALAMOGORDO,OTERO,GW,718,0,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,46222.2,Yes,Yes,.96178031,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500131,NORTHEAST NM DETENTION FACILITY,L,CLAYTON,UNION,GW,703,20000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591308,MOSAIC POTASH CARLSBAD INC,P,CARLSBAD,EDDY,GW,408,0,NTNC,Yes,12,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516718,WATROUS MDWCA,L,WATROUS,MORA,GW,66,15000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594226,BLACK CANYON CAMPGROUND USFS SNF,F,SANTA FE,SANTA FE,GW,50,2400,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510519,SILVER SPRINGS WATER SYSTEM,P,CLOUDCROFT,OTERO,GW,46,9000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510701,ALBUQUERQUE WATER SYSTEM,L,ALBUQUERQUE,BERNALILLO,SW,659736,92894000,C,Yes,70,1,4,4,0,1,0,Surface and Ground,50,0,0,0,1,50,1,56252.4,Yes,Yes,1.1704863,Non-Disadvantaged,119,5,114,0,5,1,5,0,5,.042016808,1,1,,,,,,,,No,2,,,Direct Impact with Alternative Sources of Water
NM3582204,PHILMONT SCOUT RANCH - INDIAN WRITINGS,P,,COLFAX,GW,75,2500,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511021,DELANCEY STREET FOUNDATION,P,ALCALDE,RIO ARRIBA,GW,83,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3528522,PORTALES WATER SYSTEM,L,PORTALES,ROOSEVELT,GW,14067,9250000,C,Yes,45,1,0,0,0,0,0,Ground,,,,,0,,1,40582.3,Yes,Yes,.84442663,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582423,CORRALES MULTI-PURPOSE RECREATIONAL CNT,L,CORRALES,SANDOVAL,GW,205,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580832,CATTLEMENS LIVESTOCK AUCTION,P,BELEN,VALENCIA,GW,100,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592008,BLACK RIVER CENTER FOR LEARNING,P,CARLSBAD,EDDY,GW,50,5000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3515029,EL PRADO WATER & SANITATION DISTRICT,L,EL PRADO,TAOS,GW,1076,500000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,36779.5,Yes,Yes,.7652989,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500115,LOS ALAMOS MUNICIPAL WATER SYSTEM,L,LOS ALAMOS,LOS ALAMOS,GW,25000,38680000,C,Yes,10,1,0,0,0,0,0,Ground,,,,,0,,1,113665,Yes,Yes,2.3651137,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508923,BERNALILLO WATER SYSTEM,L,BERNALILLO,SANDOVAL,GW,8915,3536000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,49807.8,Yes,Yes,1.0363886,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500628,UNM SEVILLETA FIELD STATION,S,SOCORRO,SOCORRO,GW,32,50000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522532,EL SHADDAI WATER CO OP,P,LOS LUNAS,VALENCIA,GW,87,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26398,Yes,Yes,.54928315,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590110,PAJARITO REST AREA - EAST BOUND,S,SANTA ROSA,GUADALUPE,GW,450,4400,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500417,SAGEBRUSH BAR & LIQUOR,P,GALLUP,MCKINLEY,GW,100,125,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582601,VETERANS ADMINISTRATION HCS NEW MEXICO,F,ALBUQUERQUE,BERNALILLO,GW,2000,400000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3528020,TUCUMCARI WATER SYSTEM,L,TUCUMCARI,QUAY,GW,7124,7092855,C,Yes,10,1,0,0,0,0,0,Ground,,,,,0,,1,27080.3,Yes,Yes,.56348032,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3554207,LEASBURG MDWCA,L,RADIUM SPRINGS,DONA ANA,GW,903,331000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,48160.5,Yes,Yes,1.002112,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3568919,ALAMO HEIGHTS WUA,P,ALAMOGORDO,OTERO,GW,50,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,65577,Yes,Yes,1.3645103,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3505529,ARROYO SECO MDWCA,L,ARROYO SECO,TAOS,GW,444,92000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,37993.5,Yes,Yes,.79055953,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501427,TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT,P,TRUTH OR CONSEQUENCES,SIERRA,GW,40,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590318,MORA INN AND RV PARK,P,CLEVELAND,MORA,GW,75,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508317,GALLUP WATER SYSTEM,L,GALLUP,MCKINLEY,GW,23530,22686000,C,Yes,19,1,0,0,0,0,0,Ground,,,,,0,,1,39398.5,Yes,Yes,.81979442,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596017,EL SEGUNDO SITE,P,GRANTS,MCKINLEY,GW,238,410000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598008,WIPP WATER SUPPLY,F,CARLSBAD,EDDY,GWP,650,360000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501326,MUNICIPAL RECREATION COMPLEX,L,SANTA FE,SANTA FE,GW,1500,6000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501901,"PAAKWEREE VILLAGE WATER CO-OP ASSOC, INC",P,ALBUQUERQUE,BERNALILLO,GW,126,1000000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35263,Yes,Yes,.73374397,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510423,COCHITI ELEMENTARY SCHOOL,L,COCHITI LAKE,SANDOVAL,GW,260,35000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502307,STAHMANNS COUNTRY STORE,P,SAN MIGUEL,DONA ANA,GW,90,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591023,HUMMINGBIRD MUSIC CAMP,P,JEMEZ SPRINGS,SANDOVAL,GW,150,15000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500129,BMG TRAILER PARK,P,RANCHOS DE TAOS,TAOS,GW,30,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3562819,CANYON HILLS AREA WUA,P,ALAMOGORDO,OTERO,GW,53,22000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42937.9,Yes,Yes,.89344138,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590317,MANUELITO REST AREA,S,GALLUP,MCKINLEY,GW,2501,38000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3517025,EL ANCON MDWCA,L,RIBERA,SAN MIGUEL,GW,112,43000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592829,AMALIA  COSTILLA SENIOR CITIZENS CENTER,S,,TAOS,GW,30,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3515818,GUADALUPITA MDWCA,L,GUADALUPITA,MORA,GW,82,45000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3533814,SUN VALLEY WATER AND SANITATION DISTRICT,P,ALTO,LINCOLN,GW,560,120000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500728,EMRTC WATER SYSTEM,S,SOCORRO,SOCORRO,GWP,335,100000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500232,HI MESA ESTATES WATER COOP,P,LOS LUNAS,VALENCIA,GW,206,80000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26398,Yes,Yes,.54928315,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592204,CAMP ELLIOT BARKER,P,ANGEL FIRE,COLFAX,GW,100,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3530608,ARTESIA RURAL WATER COOPERATIVE,P,ARTESIA,EDDY,GW,1941,750000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,62050.7,Yes,Yes,1.2911359,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513014,NOGAL MDWCA,L,NOGAL,LINCOLN,GW,88,38128,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38925.3,Yes,Yes,.80994821,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501221,CORDOVA MDWCA,L,CORDOVA,RIO ARRIBA,GW,325,36000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31136,Yes,Yes,.6478703,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3560217,"WESTERN REFINING SW, GALLUP REFINERY",P,GALLUP,MCKINLEY,GW,350,42000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510207,EL PATIO MHP #2,P,LAS CRUCES,DONA ANA,GW,37,350,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32219,Yes,Yes,.67040515,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527405,GRADY WATER SYSTEM,L,GRADY,CURRY,GW,207,200000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,76635,Yes,Yes,1.5946025,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3546019,PINEY WOODS WATER USERS ASSOCIATION,P,HIGH ROLLS,OTERO,GW,280,64400,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501529,WEST RIM MDWUA,L,TAOS,TAOS,GW,113,19000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30712,Yes,Yes,.63904786,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512614,CARRIZOZO WATER SYSTEM,L,CARRIZOZO,LINCOLN,GW,1488,1300000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35170,Yes,Yes,.73180884,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502226,CAJA DEL ORO ROAD PUBLIC WATER SYSTEM,L,SANTA FE,SANTA FE,GW,179,6000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504426,GALISTEO MDWCA,L,GALISTEO,SANTA FE,GW,215,54500,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,55038,Yes,Yes,1.1452173,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593307,WESTERN SKY'S RV PARK,P,VADO,DONA ANA,GW,25,520,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3528707,NEW MEXICO STATE UNIVERSITY,S,LAS CRUCES,DONA ANA,GW,24302,9000000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508817,THOREAU WATER & SANITATION DISTRICT,L,THOREAU,MCKINLEY,GW,1370,500000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,19522,Yes,Yes,.40620902,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593213,XCEL ENERGY SPS CUNNINGHAM STATION,P,HOBBS,LEA,GW,54,21000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500117,WHITE CLIFFS MDWUA,L,GALLUP,MCKINLEY,GW,303,21000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,44286,Yes,Yes,.92149234,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3564119,NATIONAL SOLAR OBSERVATORY,F,SUNSPOT,OTERO,GW,56,47000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,19334,Yes,Yes,.40229717,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3599429,TAOS SPA AND TENNIS CLUB,P,TAOS,TAOS,GW,300,0,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580232,RIO DEL ORO WATER SYSTEM,P,LOS LUNAS,VALENCIA,GW,3146,1500000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,38918.3,Yes,Yes,.80980253,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3541707,VISTA REAL MHP,P,LAS CRUCES,DONA ANA,GW,131,2000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,58456,Yes,Yes,1.2163383,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501732,DOLLAR GENERAL - VEGUITA,P,VEGUITA,SOCORRO,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520005,LONGHORN ESTATES WATER SYSTEM,P,CLOVIS,CURRY,GW,264,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,76635,Yes,Yes,1.5946025,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590719,CAMP TALL PINES,P,MAYHILL,OTERO,GW,48,19500,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590628,STALLION RANGE CENTER,F,SAN ANTONIO,SOCORRO,GW,50,826960,NTNC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3584701,ELENA GALLEGOS PICNIC AREA,L,ALBUQUERQUE,BERNALILLO,GW,200,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502221,RUTHERON MUTUAL WATER ASSOCIATION,L,RUTHERON,RIO ARRIBA,GU,90,20000,C,Yes,0,0,1,0,1,0,1,Surface,0,0,100,0,1,100,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,1,0,0,1,1,0,0,1,1,1,1,1,,,,,,,,No,10,,,Direct Impact with No Alternative Sources of Water
NM3500617,SPEEDYS BLACK HAT STORE,P,GALLUP,MCKINLEY,GW,800,30000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581429,TAOS COUNTY ECONOMIC DEVELOPMENT CENTER,P,TAOS,TAOS,GW,300,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3550504,VERMEJO PARK  -  HEADQUARTERS,P,RATON,COLFAX,GW,140,134000,C,Yes,5,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580914,TALL PINES WATER ASSOCIATION,P,RUIDOSO,LINCOLN,GW,101,14840,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,50313,Yes,Yes,1.0469006,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3548801,BAKERS MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,160,3805,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37640,Yes,Yes,.78320396,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593426,HYDE MEMORIAL STATE PARK,S,SANTA FE,SANTA FE,GWP,75,52800,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502407,LOWER RIO GRANDE PWWA SOUTH VALLEY,L,VADO,DONA ANA,GW,10640,2817080,C,Yes,8,1,0,0,0,0,0,Ground,,,,,0,,1,34325.4,Yes,Yes,.71423459,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501027,SPACEPORT AMERICA,P,TRUTH OR CONSEQUENCES,SIERRA,GW,25,1300000,NTNC,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501521,CHRIST IN THE DESERT MONASTERY,P,ABIQUIU,RIO ARRIBA,GW,30,10500,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581304,PHILMONT SCOUT RANCH - CLARKS FORK OC,P,,COLFAX,GW,150,2500,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501626,LA TIENDA AT ELDORADO,P,SANTA FE,SANTA FE,GW,400,10000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3526504,MIAMI WATER USERS ASSOCIATION,L,MIAMI,COLFAX,SW,135,195000,C,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,41074,Yes,Yes,.85465783,Disadvantaged,1,1,0,0,1,0,1,0,1,1,1,1,,,,,,,,No,9,,,Direct Impact with No Alternative Sources of Water
NM3500219,KARR CANYON ESTATES,L,HIGH ROLLS,OTERO,GW,102,20000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,19334,Yes,Yes,.40229717,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502926,LA BAJADA MDWCA,L,SANTA FE,SANTA FE,GW,40,6800,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,97279,Yes,Yes,2.0241578,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501814,COOK CANYON RANCH,P,RUIDOSO DOWNS,LINCOLN,GW,450,19650,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3556109,RIO DE ARENAS,P,SILVER CITY,GRANT,GW,195,7500,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,36481,Yes,Yes,.7590878,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,L,NAVAJO DAM,SAN JUAN,SW,538,88000,C,Yes,0,0,2,2,0,1,0,Surface,100,0,0,0,1,100,1,57077.6,Yes,Yes,1.1876569,Non-Disadvantaged,2,2,0,0,2,0,2,0,2,1,1,1,,,,,,,,No,8,,,Direct Impact with No Alternative Sources of Water
NM3540307,COVERED WAGON MOBILE HOME MANOR,P,LAS CRUCES,DONA ANA,GW,105,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,48980.9,Yes,Yes,1.0191827,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3533126,LAMY MUTUAL DOMESTIC WATER ASSOCIATION,L,LAMY,SANTA FE,GW,132,75000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,82782.39999999991,Yes,Yes,1.7225161,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501825,CHAPELLE MDWCA,P,SERAFINA,SAN MIGUEL,GW,60,12000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35758,Yes,Yes,.74404377,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594426,HARRYS ROADHOUSE,P,SANTA FE,SANTA FE,GWP,200,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582101,AMERICAN GYPSUM COMPANY ABQ PLANT,P,ALBUQUERQUE,BERNALILLO,GW,150,100000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501030,ABO RUINS SALINAS PUEBLO MISSIONS,F,MOUNTAINAIR,TORRANCE,GW,30,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501429,RIO GRANDE GORGE REST AREA,S,TAOS,TAOS,GW,25,1000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3509824,AZTEC DOMESTIC WATER SYSTEM,L,AZTEC,SAN JUAN,SW,5960,7057000,C,Yes,0,0,6,6,0,1,0,Surface,100,0,0,0,1,100,1,44699.7,Yes,Yes,.9301005,Disadvantaged,7,7,0,0,7,0,7,0,7,1,1,1,,,,,,,,No,9,,,Direct Impact with No Alternative Sources of Water
NM3590928,SANTA FE DINER AND TRUCK STOP,P,SAN ANTONIO,SOCORRO,GW,100,0,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
